id,scot,mrac,validity,comment,proposedterm
2544,15835,AC9ADA10C01,Added,Yes,
2545,15850,AC9ADA10C01,Added,Yes,
2546,16488,AC9ADA10C01,Yes,Yes,
2547,2184,AC9ADA10C01,Yes,Yes,
2548,3702,AC9ADA10C01,Yes,Yes,
2549,4775,AC9ADA10C01,Yes,Yes,
2550,13536,AC9ADA10C02,Yes,Yes,
2551,15835,AC9ADA10C02,Yes,Yes,
2552,1979,AC9ADA10C02,Added,Yes,
2553,2678,AC9ADA10C02,Yes,Yes,
2554,3702,AC9ADA10C02,Yes,Yes,
2555,15835,AC9ADA10D01,Yes,Yes,
2556,16488,AC9ADA10D01,Yes,Yes,
2557,15835,AC9ADA10D02,Added,Yes,
2558,3702,AC9ADA10D02,Yes,Yes,
2559,15835,AC9ADA10E01,Yes,Yes,
2560,15836,AC9ADA10E01,Yes,Yes,
2561,16890,AC9ADA10E01,Added,Yes,
2562,1962,AC9ADA10E01,Yes,Yes,
2563,1979,AC9ADA10E01,Yes,Yes,
2564,2184,AC9ADA10E01,Yes,Yes,
2565,2197,AC9ADA10E01,Yes,Yes,
2566,255,AC9ADA10E01,Yes,Yes,
2567,273,AC9ADA10E01,Yes,Yes,
2568,278,AC9ADA10E01,Yes,Yes,
2569,3077,AC9ADA10E01,Yes,Yes,
2570,3411,AC9ADA10E01,Yes,Yes,
2571,353,AC9ADA10E01,Yes,Yes,
2572,3779,AC9ADA10E01,Yes,Yes,
2573,4370,AC9ADA10E01,Yes,Yes,
2574,4669,AC9ADA10E01,Yes,Yes,
2575,786,AC9ADA10E01,Added,Yes,
2576,1164,AC9ADA10E02,Yes,Yes,
2577,15835,AC9ADA10E02,Added,"Yes and add Dance genre/s, Dance style/s",
2578,16877,AC9ADA10E02,Added,Yes,
2579,16882,AC9ADA10E02,Added,Yes,
2580,16890,AC9ADA10E02,Added,Yes,
2581,2184,AC9ADA10E02,Yes,Yes,
2582,261,AC9ADA10E02,Yes,Yes,
2583,273,AC9ADA10E02,Yes,Yes,
2584,278,AC9ADA10E02,Yes,Yes,
2585,3702,AC9ADA10E02,Yes,"Yes and add Dance genre/s, Dance style/s",
2586,4370,AC9ADA10E02,Added,Yes,
2587,4671,AC9ADA10E02,Yes,Yes,
2588,786,AC9ADA10E02,Added,Yes,
2589,13536,AC9ADA10P01,Yes,Yes,
2590,15835,AC9ADA10P01,Yes,Yes,
2591,1672,AC9ADA10P01,No,No- links to Art exhibitions not dance performance,
2592,1979,AC9ADA10P01,Added,Yes,
2593,2184,AC9ADA10P01,Yes,Yes,
2594,2678,AC9ADA10P01,Yes,Yes,
2595,4370,AC9ADA10P01,Added,Yes,
2596,5912,AC9ADA10P01,No,No- links to Exhibits not dance performance,
2597,15835,AC9ADA2C01,Yes,Yes,
2598,1979,AC9ADA2C01,Yes,Yes,
2599,2184,AC9ADA2C01,Yes,Yes,
2600,3077,AC9ADA2C01,Yes,Yes,
2601,3702,AC9ADA2C01,Yes,Yes,
2602,13536,AC9ADA2D01,Yes,Yes,
2603,16530,AC9ADA2D01,Yes,Yes,
2604,16536,AC9ADA2D01,Yes,Yes,
2605,1979,AC9ADA2D01,Added,Yes,
2606,2171,AC9ADA2D01,Yes,Yes,
2607,2184,AC9ADA2D01,Yes,Yes,
2608,2678,AC9ADA2D01,Yes,Yes,
2609,3077,AC9ADA2D01,Yes,Yes,
2610,3702,AC9ADA2D01,Added,Yes,
2611,520,AC9ADA2D01,Yes,Yes,
2612,7981,AC9ADA2D01,Yes,Yes,
2613,2184,AC9ADA2E01,Yes,Yes,
2614,264,AC9ADA2E01,Yes,Yes,
2615,273,AC9ADA2E01,Yes,Yes,
2616,3077,AC9ADA2E01,Yes,Yes,
2617,3702,AC9ADA2E01,Added,Yes,
2618,4370,AC9ADA2E01,Yes,Yes,
2619,1164,AC9ADA2E02,Yes,Yes,
2620,2184,AC9ADA2E02,Yes,Yes,
2621,273,AC9ADA2E02,Yes,Yes,
2622,3702,AC9ADA2E02,Yes,Yes,
2623,4671,AC9ADA2E02,Yes,Yes,
2624,1979,AC9ADA2P01,Yes,Yes,
2625,3077,AC9ADA2P01,Yes,Yes,
2626,3702,AC9ADA2P01,Added,Yes,
2627,13536,AC9ADA4C01,Yes,Yes,
2628,15835,AC9ADA4C01,Yes,Yes,
2629,1979,AC9ADA4C01,Yes,Yes,
2630,2184,AC9ADA4C01,Yes,Yes,
2631,2678,AC9ADA4C01,Yes,Yes,
2632,3077,AC9ADA4C01,Yes,Yes,
2633,3654,AC9ADA4C01,Yes,Yes,
2634,3702,AC9ADA4C01,Yes,Yes,
2635,13536,AC9ADA4D01,Yes,Yes,
2636,16530,AC9ADA4D01,Yes,Yes,
2637,16536,AC9ADA4D01,Yes,Yes,
2638,1979,AC9ADA4D01,Added,Yes,
2639,2171,AC9ADA4D01,Yes,Yes,
2640,2184,AC9ADA4D01,Yes,Yes,
2641,2678,AC9ADA4D01,Yes,Yes,
2642,3077,AC9ADA4D01,Yes,Yes,
2643,3702,AC9ADA4D01,Added,Yes,
2644,520,AC9ADA4D01,Yes,Yes,
2645,7981,AC9ADA4D01,Yes,Yes,
2646,16530,AC9ADA4E01,Added,Yes,
2647,16890,AC9ADA4E01,Added,Yes,
2648,2184,AC9ADA4E01,Yes,Yes,
2649,273,AC9ADA4E01,Yes,Yes,
2650,3077,AC9ADA4E01,Yes,Yes,
2651,3702,AC9ADA4E01,Yes,Yes,
2652,4370,AC9ADA4E01,Yes,Yes,
2653,786,AC9ADA4E01,Added,Yes,
2654,1164,AC9ADA4E02,Yes,Yes,
2655,16530,AC9ADA4E02,Added,Yes,
2656,16877,AC9ADA4E02,Added,Yes,
2657,16890,AC9ADA4E02,Added,Yes,
2658,2184,AC9ADA4E02,Yes,Yes,
2659,250,AC9ADA4E02,Yes,Yes,
2660,252,AC9ADA4E02,Yes,Yes,
2661,253,AC9ADA4E02,Yes,Yes,
2662,273,AC9ADA4E02,Yes,Yes,
2663,4190,AC9ADA4E02,Yes,Yes,
2664,4563,AC9ADA4E02,Yes,Not sure links to Media arts,
2665,4671,AC9ADA4E02,Yes,Yes,
2666,786,AC9ADA4E02,Added,Yes,
2667,8818,AC9ADA4E02,Yes,Yes,
2668,15835,AC9ADA4P01,Yes,Yes,
2669,1979,AC9ADA4P01,Yes,Yes,
2670,2184,AC9ADA4P01,Yes,Yes,
2671,13536,AC9ADA6C01,Yes,Yes,
2672,15835,AC9ADA6C01,Yes,Yes,
2673,16530,AC9ADA6C01,Yes,Yes,
2674,1979,AC9ADA6C01,Yes,Yes,
2675,2184,AC9ADA6C01,Yes,Yes,
2676,2678,AC9ADA6C01,Yes,Yes,
2677,3077,AC9ADA6C01,Yes,Yes,
2678,3654,AC9ADA6C01,Yes,Yes,
2679,3702,AC9ADA6C01,Yes,Yes,
2680,13536,AC9ADA6D01,Yes,Yes,
2681,16488,AC9ADA6D01,Yes,Yes,
2682,16530,AC9ADA6D01,Yes,Yes,
2683,16536,AC9ADA6D01,Yes,Yes,
2684,1979,AC9ADA6D01,Added,Yes,
2685,2171,AC9ADA6D01,Yes,Yes,
2686,2184,AC9ADA6D01,Yes,Yes,
2687,2678,AC9ADA6D01,Yes,Yes,
2688,3077,AC9ADA6D01,Yes,Yes,
2689,3702,AC9ADA6D01,Added,Yes,
2690,520,AC9ADA6D01,Yes,Yes,
2691,7981,AC9ADA6D01,Yes,Yes,
2692,15835,AC9ADA6E01,Yes,Yes,
2693,2184,AC9ADA6E01,Yes,Yes,
2694,273,AC9ADA6E01,Yes,Yes,
2695,3077,AC9ADA6E01,Yes,Yes,
2696,3654,AC9ADA6E01,Yes,Yes,
2697,3702,AC9ADA6E01,Yes,Yes,
2698,4370,AC9ADA6E01,Yes,Yes,
2699,1164,AC9ADA6E02,Yes,Yes,
2700,16877,AC9ADA6E02,Added,Yes,
2701,16890,AC9ADA6E02,Added,Yes,
2702,2184,AC9ADA6E02,Yes,Yes,
2703,273,AC9ADA6E02,Yes,Yes,
2704,4671,AC9ADA6E02,Yes,Yes,
2705,786,AC9ADA6E02,Added,Yes,
2706,15835,AC9ADA6P01,Yes,Yes,
2707,1979,AC9ADA6P01,Yes,Yes,
2708,2184,AC9ADA6P01,Yes,Yes,
2709,2184,AC9ADA8C01,Yes,Yes,
2710,3702,AC9ADA8C01,Yes,Yes,
2711,13536,AC9ADA8C02,Yes,Yes,
2712,15835,AC9ADA8C02,Yes,Yes,
2713,15836,AC9ADA8C02,Yes,Yes,
2714,1979,AC9ADA8C02,Added,Yes,
2715,2678,AC9ADA8C02,Yes,Yes,
2716,3702,AC9ADA8C02,Yes,Yes,
2717,15835,AC9ADA8D01,Added,Yes,
2718,16488,AC9ADA8D01,Yes,Yes,
2719,2184,AC9ADA8D01,Yes,Yes,
2720,3077,AC9ADA8D01,Yes,Yes,
2721,3702,AC9ADA8D01,Yes,Yes,
2722,2184,AC9ADA8D02,Yes,Yes,
2723,3702,AC9ADA8D02,Yes,Yes,
2724,15835,AC9ADA8E01,Yes,Yes,
2725,15849,AC9ADA8E01,Yes,Yes,
2726,16487,AC9ADA8E01,Yes,Yes,
2727,1962,AC9ADA8E01,Yes,Yes,
2728,2184,AC9ADA8E01,Yes,Yes,
2729,2197,AC9ADA8E01,Yes,Yes,
2730,273,AC9ADA8E01,Yes,Yes,
2731,278,AC9ADA8E01,Yes,Yes,
2732,3077,AC9ADA8E01,Yes,Yes,
2733,3411,AC9ADA8E01,Yes,Yes,
2734,3654,AC9ADA8E01,Yes,Yes,
2735,3702,AC9ADA8E01,Yes,Yes,
2736,4370,AC9ADA8E01,Yes,Yes,
2737,4669,AC9ADA8E01,Yes,Yes,
2738,1164,AC9ADA8E02,Yes,Yes,
2739,16890,AC9ADA8E02,Added,Yes,
2740,1962,AC9ADA8E02,Yes,Yes,
2741,2184,AC9ADA8E02,Yes,Yes,
2742,273,AC9ADA8E02,Yes,Yes,
2743,278,AC9ADA8E02,Yes,Yes,
2744,3702,AC9ADA8E02,Yes,Yes,
2745,4671,AC9ADA8E02,Yes,Yes,
2746,786,AC9ADA8E02,Added,Yes,
2747,15835,AC9ADA8P01,Yes,Yes,
2748,2184,AC9ADA8P01,Yes,Yes,
2749,1121,AC9ADAFD01,Yes,Yes,
2750,1556,AC9ADAFD01,Yes,Yes,
2751,5356,AC9ADAFD01,Yes,Yes,
2752,1556,AC9ADAFE01,Yes,Yes,
2753,264,AC9ADAFE01,Yes,Yes,
2754,1978,AC9ADAFP01,Yes,Yes,
2755,11274,AC9ADR10C01,Yes,Yes,
2756,298,AC9ADR10C01,Yes,Yes,
2757,3867,AC9ADR10C01,Yes,Yes,
2758,5035,AC9ADR10C01,Yes,Yes,
2759,654,AC9ADR10C01,Yes,Yes,
2760,298,AC9ADR10C02,Yes,Yes,
2761,359,AC9ADR10C02,Yes,Yes,
2762,5035,AC9ADR10C02,Yes,Yes,
2763,735,AC9ADR10C02,Yes,Yes,
2764,1520,AC9ADR10D01,Yes,Yes,
2765,2350,AC9ADR10D01,Yes,Yes,
2766,298,AC9ADR10D01,Yes,Yes,
2767,476,AC9ADR10D01,Yes,Yes,
2768,547,AC9ADR10D01,Yes,Yes,
2769,298,AC9ADR10D02,Yes,Yes,
2770,359,AC9ADR10D02,Yes,Yes,
2771,273,AC9ADR10E01,Yes,Yes,
2772,298,AC9ADR10E01,Yes,Yes,
2773,359,AC9ADR10E01,Yes,Yes,
2774,4370,AC9ADR10E01,Yes,Yes,
2775,1164,AC9ADR10E02,Yes,Yes,
2776,15540,AC9ADR10E02,Yes,Yes,
2777,16877,AC9ADR10E02,Added,Yes,
2778,16882,AC9ADR10E02,Added,Yes,
2779,16890,AC9ADR10E02,Added,Yes,
2780,250,AC9ADR10E02,Yes,Yes,
2781,252,AC9ADR10E02,Yes,Yes,
2782,253,AC9ADR10E02,Yes,Yes,
2783,273,AC9ADR10E02,Yes,Yes,
2784,278,AC9ADR10E02,Yes,Yes,
2785,359,AC9ADR10E02,Yes,Yes,
2786,3867,AC9ADR10E02,Yes,Yes,
2787,3989,AC9ADR10E02,Yes,Yes,
2788,4671,AC9ADR10E02,Yes,Yes,
2789,7201,AC9ADR10E02,Yes,Yes,
2790,786,AC9ADR10E02,Added,Yes,
2791,15540,AC9ADR10P01,Yes,Yes,
2792,5035,AC9ADR10P01,Yes,Yes,
2793,654,AC9ADR10P01,Yes,Yes,
2794,16435,AC9ADR2C01,Yes,Yes,
2795,2678,AC9ADR2C01,Yes,Yes,
2796,5326,AC9ADR2C01,Yes,Yes,
2797,5356,AC9ADR2C01,Yes,Yes,
2798,554,AC9ADR2C01,Yes,Yes,
2799,560,AC9ADR2C01,Yes,Yes,
2800,16435,AC9ADR2D01,Yes,Yes,
2801,2678,AC9ADR2D01,Yes,Yes,
2802,298,AC9ADR2D01,Yes,Yes,
2803,5326,AC9ADR2D01,Yes,Yes,
2804,5356,AC9ADR2D01,Yes,Yes,
2805,552,AC9ADR2D01,Yes,Yes,
2806,554,AC9ADR2D01,Yes,Yes,
2807,560,AC9ADR2D01,Yes,Yes,
2808,264,AC9ADR2E01,Yes,Yes,
2809,359,AC9ADR2E01,Yes,Yes,
2810,3867,AC9ADR2E01,Yes,Yes,
2811,4370,AC9ADR2E01,Yes,Yes,
2812,554,AC9ADR2E01,Yes,Yes,
2813,1164,AC9ADR2E02,Yes,Yes,
2814,1979,AC9ADR2E02,Yes,Yes,
2815,250,AC9ADR2E02,Yes,Yes,
2816,252,AC9ADR2E02,Yes,Yes,
2817,273,AC9ADR2E02,Yes,Yes,
2818,359,AC9ADR2E02,Yes,Yes,
2819,4671,AC9ADR2E02,Yes,Yes,
2820,1979,AC9ADR2P01,Yes,Yes,
2821,359,AC9ADR2P01,Yes,Yes,
2822,298,AC9ADR4C01,Yes,Yes,
2823,359,AC9ADR4C01,Yes,Yes,
2824,3867,AC9ADR4C01,Yes,Yes,
2825,5035,AC9ADR4C01,Yes,Yes,
2826,547,AC9ADR4C01,Yes,Yes,
2827,298,AC9ADR4D01,Yes,Yes,
2828,3867,AC9ADR4D01,Yes,Yes,
2829,5035,AC9ADR4D01,Yes,Yes,
2830,547,AC9ADR4D01,Yes,Yes,
2831,654,AC9ADR4D01,Yes,Yes,
2832,273,AC9ADR4E01,Yes,Yes,
2833,359,AC9ADR4E01,Yes,Yes,
2834,4370,AC9ADR4E01,Yes,Yes,
2835,5035,AC9ADR4E01,Yes,Yes,
2836,1164,AC9ADR4E02,Yes,Yes,
2837,16476,AC9ADR4E02,Yes,Yes,
2838,16877,AC9ADR4E02,Added,Yes,
2839,16882,AC9ADR4E02,Added,Yes,
2840,1979,AC9ADR4E02,Yes,Yes,
2841,250,AC9ADR4E02,Yes,Yes,
2842,252,AC9ADR4E02,Yes,Yes,
2843,253,AC9ADR4E02,Yes,Yes,
2844,273,AC9ADR4E02,Yes,Yes,
2845,359,AC9ADR4E02,Yes,Yes,
2846,4671,AC9ADR4E02,Yes,Yes,
2847,5035,AC9ADR4P01,Yes,Yes,
2848,654,AC9ADR4P01,Yes,Yes,
2849,298,AC9ADR6C01,Yes,Yes,
2850,3867,AC9ADR6C01,Yes,Yes,
2851,5035,AC9ADR6C01,Yes,Yes,
2852,547,AC9ADR6C01,Yes,Yes,
2853,654,AC9ADR6C01,Yes,Yes,
2854,7201,AC9ADR6C01,Yes,Yes,
2855,298,AC9ADR6D01,Yes,Yes,
2856,3867,AC9ADR6D01,Yes,Yes,
2857,5035,AC9ADR6D01,Yes,Yes,
2858,547,AC9ADR6D01,Yes,Yes,
2859,654,AC9ADR6D01,Yes,Yes,
2860,7201,AC9ADR6D01,Yes,Yes,
2861,273,AC9ADR6E01,Yes,Yes,
2862,298,AC9ADR6E01,Yes,Yes,
2863,359,AC9ADR6E01,Yes,Yes,
2864,4370,AC9ADR6E01,Yes,Yes,
2865,1164,AC9ADR6E02,Yes,Yes,
2866,16877,AC9ADR6E02,Added,Yes,
2867,16882,AC9ADR6E02,Added,Yes,
2868,250,AC9ADR6E02,Yes,Yes,
2869,253,AC9ADR6E02,Yes,Yes,
2870,273,AC9ADR6E02,Yes,Yes,
2871,359,AC9ADR6E02,Yes,Yes,
2872,3989,AC9ADR6E02,Yes,Yes,
2873,4372,AC9ADR6E02,Yes,Yes,
2874,4563,AC9ADR6E02,Yes,Not sure links to Media Arts,
2875,4671,AC9ADR6E02,Yes,Yes,
2876,1164,AC9ADR6P01,Yes,Yes,
2877,3867,AC9ADR6P01,Yes,Yes,
2878,5035,AC9ADR6P01,Yes,Yes,
2879,654,AC9ADR6P01,Yes,Yes,
2880,250,AC9ADR8C01,Yes,Yes,
2881,253,AC9ADR8C01,Yes,Yes,
2882,298,AC9ADR8C01,Yes,Yes,
2883,299,AC9ADR8C01,Yes,Yes,
2884,3867,AC9ADR8C01,Yes,Yes,
2885,5035,AC9ADR8C01,Yes,Yes,
2886,527,AC9ADR8C01,Yes,Yes,
2887,654,AC9ADR8C01,Yes,Yes,
2888,7201,AC9ADR8C01,Yes,Yes,
2889,16435,AC9ADR8D01,Yes,Yes,
2890,547,AC9ADR8D01,Yes,Yes,
2891,554,AC9ADR8D01,Yes,Yes,
2892,2612,AC9ADR8D02,Yes,Yes,
2893,298,AC9ADR8D02,Yes,Yes,
2894,359,AC9ADR8D02,Yes,Yes,
2895,4190,AC9ADR8D02,Yes,Yes,
2896,273,AC9ADR8E01,Yes,Yes,
2897,298,AC9ADR8E01,Yes,Yes,
2898,359,AC9ADR8E01,Yes,Yes,
2899,4370,AC9ADR8E01,Yes,Yes,
2900,1164,AC9ADR8E02,Yes,Yes,
2901,16585,AC9ADR8E02,Yes,Yes,
2902,16877,AC9ADR8E02,Added,Yes,
2903,16882,AC9ADR8E02,Added,Yes,
2904,1962,AC9ADR8E02,Yes,Yes,
2905,250,AC9ADR8E02,Yes,Yes,
2906,252,AC9ADR8E02,Yes,Yes,
2907,253,AC9ADR8E02,Yes,Yes,
2908,273,AC9ADR8E02,Yes,Yes,
2909,278,AC9ADR8E02,Yes,Yes,
2910,359,AC9ADR8E02,Yes,Yes,
2911,4671,AC9ADR8E02,Yes,Yes,
2912,8818,AC9ADR8E02,Yes,Yes,
2913,5035,AC9ADR8P01,Yes,Yes,
2914,547,AC9ADR8P01,Yes,Yes,
2915,1121,AC9ADRFD01,Yes,Yes,
2916,1556,AC9ADRFD01,Yes,Yes,
2917,5356,AC9ADRFD01,Yes,Yes,
2918,1556,AC9ADRFE01,Yes,Yes,
2919,264,AC9ADRFE01,Yes,Yes,
2920,1978,AC9ADRFP01,Yes,Yes,
2921,1023,AC9AMA10C01,Yes,Yes,
2922,1404,AC9AMA10C01,Yes,Yes,
2923,1521,AC9AMA10C01,Yes,Yes,
2924,16457,AC9AMA10C01,Yes,Yes,
2925,16484,AC9AMA10C01,Yes,Yes,
2926,3095,AC9AMA10C01,Yes,Yes,
2927,3747,AC9AMA10C01,Yes,Yes,
2928,4563,AC9AMA10C01,Yes,Yes,
2929,684,AC9AMA10C01,Yes,Yes,
2930,698,AC9AMA10C01,Yes,Yes,
2931,7459,AC9AMA10C01,Yes,Yes,
2932,16457,AC9AMA10C02,Yes,Yes,
2933,1979,AC9AMA10C02,Yes,Yes,
2934,212,AC9AMA10C02,Yes,Yes,
2935,250,AC9AMA10C02,Yes,Yes,
2936,252,AC9AMA10C02,Yes,Yes,
2937,253,AC9AMA10C02,Yes,Yes,
2938,3095,AC9AMA10C02,Yes,Yes,
2939,4563,AC9AMA10C02,Yes,Yes,
2940,5534,AC9AMA10C02,Yes,Yes,
2941,6303,AC9AMA10C02,Yes,Yes,
2942,684,AC9AMA10C02,Yes,Yes,
2943,698,AC9AMA10C02,Yes,Yes,
2944,7459,AC9AMA10C02,Yes,Yes,
2945,7524,AC9AMA10C02,Yes,Yes,
2946,8818,AC9AMA10C02,Yes,Yes,
2947,16457,AC9AMA10D01,Yes,Yes,
2948,16585,AC9AMA10D01,Yes,Yes,
2949,1669,AC9AMA10D01,Yes,Yes,
2950,212,AC9AMA10D01,Yes,Yes,
2951,3095,AC9AMA10D01,Yes,Yes,
2952,4563,AC9AMA10D01,Yes,Yes,
2953,5534,AC9AMA10D02,Yes,Yes,
2954,6303,AC9AMA10D02,Yes,Yes,
2955,698,AC9AMA10D02,Yes,Yes,
2956,16457,AC9AMA10E01,Yes,Yes,
2957,1669,AC9AMA10E01,Yes,Yes,
2958,273,AC9AMA10E01,Yes,Yes,
2959,3095,AC9AMA10E01,Yes,Yes,
2960,4370,AC9AMA10E01,Yes,Yes,
2961,1164,AC9AMA10E02,Yes,Yes,
2962,16877,AC9AMA10E02,Added,Yes,
2963,16882,AC9AMA10E02,Added,Yes,
2964,250,AC9AMA10E02,Yes,Yes,
2965,253,AC9AMA10E02,Yes,Yes,
2966,273,AC9AMA10E02,Yes,Yes,
2967,278,AC9AMA10E02,Yes,Yes,
2968,4563,AC9AMA10E02,Yes,Yes,
2969,4671,AC9AMA10E02,Yes,Yes,
2970,7813,AC9AMA10E02,Yes,Yes,
2971,786,AC9AMA10E02,Yes,Yes,
2972,1065,AC9AMA10P01,No,No- links to Community theatre,
2973,16442,AC9AMA10P01,Yes,Yes,
2974,16877,AC9AMA10P01,Added,Yes,
2975,16882,AC9AMA10P01,Added,Yes,
2976,4371,AC9AMA10P01,Yes,Yes,
2977,4611,AC9AMA10P01,Yes,Yes,
2978,7813,AC9AMA10P01,Yes,Yes,
2979,16457,AC9AMA2C01,Yes,Yes,
2980,3095,AC9AMA2C01,Yes,Yes,
2981,4563,AC9AMA2C01,Yes,Yes,
2982,16457,AC9AMA2D01,Yes,Yes,
2983,16585,AC9AMA2D01,Yes,Yes,
2984,3095,AC9AMA2D01,Yes,Yes,
2985,5534,AC9AMA2D01,Yes,Yes,
2986,1520,AC9AMA2E01,Yes,Yes,
2987,264,AC9AMA2E01,Yes,Yes,
2988,4370,AC9AMA2E01,Yes,Yes,
2989,4563,AC9AMA2E01,Yes,Yes,
2990,7988,AC9AMA2E01,Yes,Yes,
2991,8818,AC9AMA2E01,Yes,Yes,
2992,1164,AC9AMA2E02,Yes,Yes,
2993,1979,AC9AMA2E02,Yes,Yes,
2994,250,AC9AMA2E02,Yes,Yes,
2995,252,AC9AMA2E02,Yes,,
2996,253,AC9AMA2E02,Yes,Yes,
2997,273,AC9AMA2E02,Yes,Yes,
2998,4563,AC9AMA2E02,Yes,Yes,
2999,4671,AC9AMA2E02,Yes,Yes,
3000,1979,AC9AMA2P01,Yes,Yes,
3001,4563,AC9AMA2P01,Yes,Yes,
3002,16442,AC9AMA4C01,Yes,Yes,
3003,16450,AC9AMA4C01,Yes,Yes,
3004,16457,AC9AMA4C01,Yes,Yes,
3005,3095,AC9AMA4C01,Yes,Yes,
3006,3747,AC9AMA4C01,Yes,Yes,
3007,4563,AC9AMA4C01,Yes,Yes,
3008,6168,AC9AMA4C01,Yes,Yes,
3009,684,AC9AMA4C01,Yes,Yes,
3010,698,AC9AMA4C01,Yes,Yes,
3011,7459,AC9AMA4C01,Yes,Yes,
3012,16457,AC9AMA4D01,Yes,Yes,
3013,1669,AC9AMA4D01,Yes,Yes,
3014,212,AC9AMA4D01,Yes,Yes,
3015,3095,AC9AMA4D01,Yes,Yes,
3016,4563,AC9AMA4D01,Yes,Yes,
3017,1520,AC9AMA4E01,Yes,Yes,
3018,264,AC9AMA4E01,Yes,Yes,
3019,273,AC9AMA4E01,Yes,Yes,
3020,4370,AC9AMA4E01,Yes,Yes,
3021,4563,AC9AMA4E01,Yes,Yes,
3022,8818,AC9AMA4E01,Yes,Yes,
3023,4563,AC9AMA4E02,Yes,Yes,
3024,1979,AC9AMA4P01,Yes,Yes,
3025,4563,AC9AMA4P01,Yes,Yes,
3026,16450,AC9AMA6C01,Yes,Yes,
3027,16457,AC9AMA6C01,Yes,Yes,
3028,3095,AC9AMA6C01,Yes,Yes,
3029,3747,AC9AMA6C01,Yes,Yes,
3030,4563,AC9AMA6C01,Yes,Yes,
3031,6269,AC9AMA6C01,Yes,Yes,
3032,684,AC9AMA6C01,Yes,Yes,
3033,698,AC9AMA6C01,Yes,Yes,
3034,7459,AC9AMA6C01,Yes,Yes,
3035,16457,AC9AMA6D01,Yes,Yes,
3036,212,AC9AMA6D01,Yes,Yes,
3037,3095,AC9AMA6D01,Yes,Yes,
3038,4563,AC9AMA6D01,Yes,Yes,
3039,684,AC9AMA6D01,Yes,Yes,
3040,1023,AC9AMA6E01,Yes,Yes,
3041,11274,AC9AMA6E01,Yes,Yes,
3042,1404,AC9AMA6E01,Yes,Yes,
3043,273,AC9AMA6E01,Yes,Yes,
3044,4370,AC9AMA6E01,Yes,Yes,
3045,8818,AC9AMA6E01,Yes,Yes,
3046,1164,AC9AMA6E02,Yes,Yes,
3047,16877,AC9AMA6E02,Added,Yes,
3048,16882,AC9AMA6E02,Added,Yes,
3049,250,AC9AMA6E02,Yes,Yes,
3050,253,AC9AMA6E02,Yes,Yes,
3051,273,AC9AMA6E02,Yes,Yes,
3052,4563,AC9AMA6E02,Yes,Yes,
3053,4671,AC9AMA6E02,Yes,Yes,
3054,8818,AC9AMA6E02,Yes,Yes,
3055,1979,AC9AMA6P01,Yes,Yes,
3056,4611,AC9AMA6P01,Yes,Yes,
3057,1023,AC9AMA8C01,Yes,Yes,
3058,1404,AC9AMA8C01,Yes,Yes,
3059,1521,AC9AMA8C01,Yes,Yes,
3060,16457,AC9AMA8C01,Yes,Yes,
3061,1979,AC9AMA8C01,Yes,Yes,
3062,3095,AC9AMA8C01,Yes,Yes,
3063,3747,AC9AMA8C01,Yes,Yes,
3064,4563,AC9AMA8C01,Yes,Yes,
3065,684,AC9AMA8C01,Yes,Yes,
3066,698,AC9AMA8C01,Yes,Yes,
3067,7459,AC9AMA8C01,Yes,Yes,
3068,1065,AC9AMA8C02,Yes,Yes,
3069,16457,AC9AMA8C02,Yes,Yes,
3070,212,AC9AMA8C02,Yes,Yes,
3071,250,AC9AMA8C02,Yes,Yes,
3072,252,AC9AMA8C02,Yes,Yes,
3073,253,AC9AMA8C02,Yes,Yes,
3074,3095,AC9AMA8C02,Yes,Yes,
3075,4563,AC9AMA8C02,Yes,Yes,
3076,684,AC9AMA8C02,Yes,Yes,
3077,698,AC9AMA8C02,Yes,Yes,
3078,7459,AC9AMA8C02,Yes,Yes,
3079,8818,AC9AMA8C02,Yes,Yes,
3080,16457,AC9AMA8D01,Yes,Yes,
3081,16585,AC9AMA8D01,Yes,Yes,
3082,1669,AC9AMA8D01,Yes,Yes,
3083,212,AC9AMA8D01,Yes,Yes,
3084,3095,AC9AMA8D01,Yes,Yes,
3085,4563,AC9AMA8D01,Yes,Yes,
3086,684,AC9AMA8D01,Yes,Yes,
3087,7459,AC9AMA8D01,Yes,Yes,
3088,1979,AC9AMA8D02,Yes,Yes,
3089,4563,AC9AMA8D02,Yes,Yes,
3090,1023,AC9AMA8E01,Yes,Yes,
3091,1404,AC9AMA8E01,Yes,Yes,
3092,1521,AC9AMA8E01,Yes,Yes,
3093,273,AC9AMA8E01,Yes,Yes,
3094,3867,AC9AMA8E01,Yes,Yes,
3095,4190,AC9AMA8E01,Yes,Yes,
3096,4370,AC9AMA8E01,Yes,Yes,
3097,4563,AC9AMA8E01,Yes,Yes,
3098,1065,AC9AMA8E02,Yes,Yes,
3099,1164,AC9AMA8E02,Yes,Yes,
3100,16877,AC9AMA8E02,Added,Yes,
3101,16882,AC9AMA8E02,Added,Yes,
3102,1962,AC9AMA8E02,Yes,Yes,
3103,250,AC9AMA8E02,Yes,Yes,
3104,252,AC9AMA8E02,Yes,Yes,
3105,253,AC9AMA8E02,Yes,Yes,
3106,255,AC9AMA8E02,Yes,Yes,
3107,273,AC9AMA8E02,Yes,Yes,
3108,278,AC9AMA8E02,Yes,Yes,
