id,scot,mrac,validity,comment,proposedterm
8205,4403,AC9S5I02,Added,Yes and include:,
8206,6058,AC9S5I02,Yes,Yes and include:,
8207,9623,AC9S5I02,Yes,Yes,
8208,9633,AC9S5I02,Yes,Yes,
8209,1448,AC9S5I03,Yes,,
8210,1656,AC9S5I03,Yes,Yes,
8211,4828,AC9S5I03,Yes,Yes,
8212,5046,AC9S5I03,Yes,Yes,
8213,7790,AC9S5I03,Yes,Yes,
8214,16500,AC9S5I04,Yes,Yes,
8215,1656,AC9S5I04,Yes,Yes,
8216,3868,AC9S5I04,Yes,Yes,
8217,4825,AC9S5I04,Yes,Yes,
8218,8317,AC9S5I04,Yes,Yes,
8219,13851,AC9S5I05,Yes,Yes,
8220,15049,AC9S5I05,Yes,Yes,
8221,15059,AC9S5I05,Yes,Yes,
8222,2954,AC9S5I05,Yes,Yes,
8223,4827,AC9S5I05,Yes,Yes,
8224,4098,AC9S5I06,Yes,Yes,
8225,4412,AC9S5I06,Yes,Yes,
8226,5991,AC9S5I06,Yes,Yes,
8227,7442,AC9S5I06,Yes,Yes and add:,
8228,8130,AC9S5I06,Yes,Yes,
8229,1008,AC9S5U01,Yes,Yes,
8230,1248,AC9S5U01,Yes,Yes,
8231,428,AC9S5U01,Yes,Yes,
8232,812,AC9S5U01,Yes,Yes,
8233,9855,AC9S5U01,Yes,Yes,
8234,3859,AC9S5U02,Yes,Yes,
8235,4632,AC9S5U02,Yes,Yes,
8236,5397,AC9S5U02,Yes,Yes,
8237,5805,AC9S5U02,Yes,Yes,
8238,3630,AC9S5U03,Yes,Yes,
8239,5351,AC9S5U03,Yes,Yes,
8240,5482,AC9S5U03,Yes,Yes,
8241,9509,AC9S5U03,Yes,Yes,
8242,9631,AC9S5U03,Yes,Yes,
8243,1100,AC9S5U04,Yes,Yes and include:,
8244,1376,AC9S5U04,Yes,Yes,
8245,16500,AC9S5U04,Yes,Yes,
8246,2844,AC9S5U04,Yes,Yes,
8247,3606,AC9S5U04,Added,Yes and include:,
8248,15034,AC9S6H01,Yes,Yes,
8249,3975,AC9S6H01,Yes,Yes and add:,
8250,573,AC9S6H01,Yes,Yes,
8251,16627,AC9S6H02,Yes,Yes and include:,
8252,4115,AC9S6H02,Yes,Yes,
8253,4279,AC9S6H02,Yes,Yes,
8254,4587,AC9S6H02,Yes,Yes,
8255,573,AC9S6H02,Added,Yes and include:,
8256,15059,AC9S6I01,Yes,Yes,
8257,573,AC9S6I01,Yes,Yes,
8258,5854,AC9S6I01,Yes,Yes,
8259,8317,AC9S6I01,Yes,Yes,
8260,9631,AC9S6I01,Yes,Yes,
8261,414,AC9S6I02,Yes,Yes,
8262,4403,AC9S6I02,Added,Yes and include:,
8263,6058,AC9S6I02,Yes,Yes and include:,
8264,9623,AC9S6I02,Yes,Yes,
8265,9633,AC9S6I02,Yes,Yes,
8266,1448,AC9S6I03,Yes,Yes,
8267,1656,AC9S6I03,Yes,Yes,
8268,4828,AC9S6I03,Yes,Yes,
8269,5046,AC9S6I03,Yes,Yes,
8270,7790,AC9S6I03,Yes,Yes,
8271,16500,AC9S6I04,Yes,Yes,
8272,1656,AC9S6I04,Yes,Yes,
8273,3868,AC9S6I04,Yes,Yes,
8274,4825,AC9S6I04,Yes,Yes,
8275,8317,AC9S6I04,Yes,Yes,
8276,13851,AC9S6I05,Yes,Yes,
8277,15049,AC9S6I05,Yes,Yes,
8278,15059,AC9S6I05,Yes,Yes,
8279,2954,AC9S6I05,Yes,Yes,
8280,4827,AC9S6I05,Yes,Yes,
8281,4098,AC9S6I06,Yes,Yes,
8282,4412,AC9S6I06,Yes,Yes,
8283,5991,AC9S6I06,Yes,Yes,
8284,7442,AC9S6I06,Yes,Yes and add:,
8285,8130,AC9S6I06,Yes,Yes,
8286,1248,AC9S6U01,Yes,Yes,
8287,2458,AC9S6U01,Yes,Yes,
8288,4825,AC9S6U01,Yes,Yes,
8289,6736,AC9S6U01,Yes,Yes,
8290,6739,AC9S6U01,Yes,Yes,
8291,15192,AC9S6U02,Yes,Yes,
8292,1886,AC9S6U02,Yes,Yes,
8293,1893,AC9S6U02,Yes,Yes,
8294,1917,AC9S6U02,Yes,Yes,
8295,4457,AC9S6U02,Yes,Yes,
8296,1042,AC9S6U03,Yes,Yes,
8297,3760,AC9S6U03,Yes,Yes,
8298,9442,AC9S6U03,Yes,Yes,
8299,9631,AC9S6U03,Yes,Yes,
8300,119,AC9S6U04,Yes,Yes,
8301,2713,AC9S6U04,Yes,Yes,
8302,3609,AC9S6U04,Yes,Yes and add:,
8303,487,AC9S6U04,Added,Yes and add:,
8304,8904,AC9S6U04,Yes,Yes,
8305,13704,AC9S7H01,Yes,Yes and include:,
8306,2954,AC9S7H01,Yes,Yes,
8307,573,AC9S7H01,Added,Yes and include:,
8308,9631,AC9S7H01,Yes,Yes,
8309,1052,AC9S7H03,Yes,Yes,
8310,1959,AC9S7H03,Yes,Yes,
8311,2361,AC9S7H03,Yes,Yes,
8312,2459,AC9S7H03,Yes,Yes,
8313,2459,AC9S7H04,Yes,add,
8314,581,AC9S7H04,Added,add,
8315,9404,AC9S7H04,Yes,add,
8316,4228,AC9S7I01,Added,Yes and include:,
8317,5854,AC9S7I01,Yes,Yes,
8318,5892,AC9S7I01,Yes,Yes and include:,
8319,9619,AC9S7I01,Yes,Yes,
8320,13880,AC9S7I02,Yes,Yes,
8321,2361,AC9S7I02,Yes,Yes,
8322,414,AC9S7I02,Yes,Yes,
8323,4403,AC9S7I02,Yes,Yes,
8324,9633,AC9S7I02,Yes,Yes,
8325,1448,AC9S7I03,Yes,Yes,
8326,4828,AC9S7I03,Yes,Yes,
8327,5046,AC9S7I03,Yes,Yes,
8328,1656,AC9S7I04,Yes,Yes,
8329,2064,AC9S7I04,Yes,Yes,
8330,4825,AC9S7I04,Yes,Yes,
8331,1656,AC9S7I05,Yes,Yes,
8332,4825,AC9S7I05,Yes,Yes,
8333,10324,AC9S7I06,Yes,Yes,
8334,2954,AC9S7I06,Yes,Yes,
8335,4887,AC9S7I06,Yes,Yes,
8336,7608,AC9S7I06,Yes,Yes,
8337,16893,AC9S7I07,Added,Yes and include:,
8338,2954,AC9S7I07,Yes,Yes,
8339,4827,AC9S7I07,Yes,Yes and include:,
8340,15049,AC9S7I08,Yes,Yes,
8341,1656,AC9S7I08,Yes,Yes,
8342,4161,AC9S7I08,Yes,Yes,
8343,7608,AC9S7I08,Yes,Yes,
8344,12877,AC9S7U01,Yes,Yes,
8345,16916,AC9S7U01,Added,Yes and include:,
8346,2757,AC9S7U01,Yes,Yes and include:,
8347,4890,AC9S7U02,Yes,Yes,
8348,5491,AC9S7U02,Yes,Yes,
8349,5498,AC9S7U02,Yes,Yes,
8350,1889,AC9S7U03,Yes,Yes,
8351,1893,AC9S7U03,Yes,Yes,
8352,2073,AC9S7U03,Yes,Yes,
8353,4740,AC9S7U03,Yes,Yes,
8354,3389,AC9S7U04,Yes,Yes,
8355,4916,AC9S7U04,Yes,Yes,
8356,835,AC9S7U04,Yes,Yes,
8357,9684,AC9S7U04,Yes,Yes,
8358,119,AC9S7U05,Yes,Yes and include:,
8359,3606,AC9S7U05,Added,Yes and include:,
8360,118,AC9S7U06,Yes,Yes,
8361,12412,AC9S7U06,Added,,
8362,9511,AC9S7U06,Yes,Yes,
8363,13704,AC9S8H01,Yes,,
8364,2954,AC9S8H01,Yes,Yes,
8365,9631,AC9S8H01,Yes,Yes,
8366,1052,AC9S8H03,Yes,Yes,
8367,1959,AC9S8H03,Yes,Yes,
8368,2361,AC9S8H03,Yes,Yes,
8369,2459,AC9S8H03,Yes,Yes,
8370,2459,AC9S8H04,Yes,,
8371,9404,AC9S8H04,Yes,,
8372,5854,AC9S8I01,Yes,Yes,
8373,5892,AC9S8I01,Yes,,
8374,9619,AC9S8I01,Yes,Yes,
8375,13880,AC9S8I02,Yes,Yes,
8376,2361,AC9S8I02,Yes,Yes,
8377,414,AC9S8I02,Yes,Yes,
8378,4403,AC9S8I02,Yes,Yes,
8379,9633,AC9S8I02,Yes,Yes,
8380,1448,AC9S8I03,Yes,Yes,
8381,4828,AC9S8I03,Yes,Yes,
8382,5046,AC9S8I03,Yes,Yes,
8383,1656,AC9S8I04,Yes,Yes,
8384,2064,AC9S8I04,Yes,Yes,
8385,4825,AC9S8I04,Yes,Yes,
8386,1656,AC9S8I05,Yes,Yes,
8387,4825,AC9S8I05,Yes,Yes,
8388,10324,AC9S8I06,Yes,Yes,
8389,2954,AC9S8I06,Yes,Yes,
8390,4887,AC9S8I06,Yes,Yes,
8391,7608,AC9S8I06,Yes,Yes,
8392,2954,AC9S8I07,Yes,Yes,
8393,4827,AC9S8I07,Yes,,
8394,15049,AC9S8I08,Yes,Yes,
8395,1656,AC9S8I08,Yes,Yes,
8396,4161,AC9S8I08,Yes,Yes,
8397,7608,AC9S8I08,Yes,Yes,
8398,1008,AC9S8U01,Added,Yes and include:,
8399,2509,AC9S8U01,Yes,Yes and include:,
8400,9414,AC9S8U01,Added,Yes and include:,
8401,1008,AC9S8U02,Yes,Yes,
8402,15046,AC9S8U02,Yes,Yes and include:,
8403,9855,AC9S8U02,Added,Yes and include:,
8404,2077,AC9S8U03,Yes,Yes,
8405,9819,AC9S8U03,Yes,Yes and include:,
8406,15430,AC9S8U04,Added,Yes and include:,
8407,2302,AC9S8U05,Yes,Yes,
8408,5630,AC9S8U05,Yes,Yes and include:,
8409,5724,AC9S8U05,Added,Yes and include:,
8410,118,AC9S8U06,Yes,Yes,
8411,569,AC9S8U06,Yes,Yes,
8412,9440,AC9S8U06,Yes,Yes,
8413,3606,AC9S8U07,Yes,Yes and include:,
8414,487,AC9S8U07,Added,Yes and include:,
8415,10324,AC9S9H01,Yes,Yes,
8416,13704,AC9S9H01,Yes,Yes,
8417,13716,AC9S9H01,Yes,Yes,
8418,4827,AC9S9H01,Yes,Yes,
8419,13566,AC9S9H02,Yes,Yes and include:,
8420,3436,AC9S9H02,Yes,Yes,
8421,358,AC9S9H02,Added,Yes and include:,
8422,4587,AC9S9H03,Yes,Yes,
8423,4827,AC9S9H03,Yes,Yes,
8424,7608,AC9S9H03,Yes,Yes,
8425,743,AC9S9H04,Yes,Yes,
8426,5854,AC9S9I01,Yes,Yes,
8427,6919,AC9S9I01,Yes,Yes,
8428,2361,AC9S9I02,Yes,Yes,
8429,414,AC9S9I02,Yes,Yes,
8430,4403,AC9S9I02,Yes,Yes,
8431,4828,AC9S9I02,Yes,Yes,
8432,13712,AC9S9I03,Yes,Yes,
8433,1448,AC9S9I03,Yes,Yes,
8434,4828,AC9S9I03,Yes,Yes,
8435,5046,AC9S9I03,Yes,Yes,
8436,13873,AC9S9I04,Yes,Yes,
8437,1656,AC9S9I04,Yes,Yes,
8438,2064,AC9S9I04,Yes,Yes,
8439,4825,AC9S9I04,Yes,Yes,
8440,1656,AC9S9I05,Yes,Yes,
8441,4825,AC9S9I05,Yes,Yes,
8442,10324,AC9S9I06,Yes,Yes,
8443,11202,AC9S9I06,Yes,Yes,
8444,13873,AC9S9I06,Yes,Yes,
8445,2954,AC9S9I06,Yes,Yes,
8446,4827,AC9S9I06,Yes,Yes,
8447,10324,AC9S9I07,Yes,Yes,
8448,16893,AC9S9I07,Added,Yes and include:,
8449,2954,AC9S9I07,Yes,Yes and include:,
8450,4827,AC9S9I07,Yes,Yes,
8451,15049,AC9S9I08,Yes,Yes,
8452,1656,AC9S9I08,Yes,Yes,
8453,2654,AC9S9I08,Yes,Yes,
8454,4161,AC9S9I08,Yes,Yes,
8455,4412,AC9S9I08,Yes,Yes,
8456,3387,AC9S9U01,Yes,Yes,
8457,5720,AC9S9U01,Yes,Yes,
8458,6901,AC9S9U01,Yes,Yes,
8459,7028,AC9S9U01,Yes,Yes,
8460,9915,AC9S9U01,Yes,Yes,
8461,1806,AC9S9U02,Yes,Yes,
8462,8439,AC9S9U02,Yes,Yes,
8463,15606,AC9S9U03,Yes,Yes,
8464,2458,AC9S9U03,Yes,Yes,
8465,2464,AC9S9U03,Yes,Yes,
8466,3686,AC9S9U03,Yes,Yes,
8467,2716,AC9S9U04,Yes,Yes,
8468,382,AC9S9U04,Yes,Yes,
8469,512,AC9S9U04,Yes,Yes,
8470,5600,AC9S9U04,Yes,Yes,
8471,5640,AC9S9U04,Yes,Yes,
8472,5724,AC9S9U05,Yes,Yes,
8473,1025,AC9S9U06,Yes,Yes,
8474,1942,AC9S9U06,Yes,Yes,
8475,12425,AC9S9U07,Yes,Yes,
8476,3605,AC9S9U07,Yes,Yes,
8477,15059,AC9SFH01,Yes,Yes,
8478,1872,AC9SFH01,Yes,Yes,
8479,3954,AC9SFH01,Yes,Yes,
8480,9631,AC9SFH01,Yes,Yes,
8481,15059,AC9SFI01,Yes,Yes,
8482,4694,AC9SFI01,Yes,Yes,
8483,5854,AC9SFI01,Yes,Yes,
8484,3886,AC9SFI02,Yes,Yes,
8485,4828,AC9SFI02,Yes,Yes,
8486,573,AC9SFI02,Yes,Yes,
8487,9631,AC9SFI02,Yes,Yes,
8488,1656,AC9SFI03,Yes,Yes,
8489,216,AC9SFI03,Yes,Yes,
8490,4825,AC9SFI03,Yes,Yes,
8491,9631,AC9SFI03,Yes,Yes,
8492,4412,AC9SFI04,Yes,Yes,
8493,4827,AC9SFI04,Yes,Yes,
8494,5854,AC9SFI04,Yes,Yes,
8495,9631,AC9SFI04,Yes,Yes,
8496,10511,AC9SFI05,Yes,Yes,
8497,15049,AC9SFI05,Yes,Yes,
8498,4098,AC9SFI05,Yes,Yes,
8499,4412,AC9SFI05,Yes,Yes,
8500,13566,AC9SFU01,Yes,Yes,
8501,15056,AC9SFU01,Yes,Yes,
8502,5150,AC9SFU01,Yes,Yes,
8503,6561,AC9SFU01,Yes,Yes,
8504,9885,AC9SFU01,Yes,Yes,
8505,1121,AC9SFU02,Yes,Yes,
8506,1122,AC9SFU02,Yes,Yes,
8507,13566,AC9SFU02,Yes,Yes and include:,
8508,9597,AC9SFU02,Added,Yes and include:,
8509,13566,AC9SFU03,Yes,Yes,
8510,2904,AC9SFU03,Yes,Yes,
8511,3606,AC9SFU03,Yes,Yes,
8512,16880,AC9TDE10K01,Added,yes and add existing term future (preferred futures),
8513,16898,AC9TDE10K01,Added,yes and add existing term Food and water security,
8514,2361,AC9TDE10K01,Yes,yes and add existing term Food and water security,
8515,436,AC9TDE10K01,Yes,yes,
8516,4502,AC9TDE10K01,Yes,yes and add existing term future (preferred futures),
8517,1666,AC9TDE10K02,Yes,yes and add existing term future (preferred futures),
8518,16880,AC9TDE10K02,Added,yes and add existing term future (preferred futures),
8519,3436,AC9TDE10K02,Added,yes and add existing term innovation,
8520,358,AC9TDE10K02,Yes,yes,
8521,4556,AC9TDE10K02,Yes,yes and add existing term innovation,
8522,2904,AC9TDE10K03,Yes,yes,
8523,402,AC9TDE10K03,Yes,yes,
8524,4586,AC9TDE10K03,Yes,yes,
8525,5737,AC9TDE10K03,Added,No replace mechanical energy with with mechanical engineering,
8526,9597,AC9TDE10K03,No,No replace mechanical energy with with mechanical engineering,
8527,9712,AC9TDE10K03,Yes,yes,
8528,1050,AC9TDE10K04,Yes,yes and add existing term Food and water security,
8529,16898,AC9TDE10K04,Added,yes and add existing term Food and water security,
8530,2361,AC9TDE10K04,Yes,yes,
8531,4586,AC9TDE10K04,Yes,yes,
8532,843,AC9TDE10K04,Yes,yes,
8533,2510,AC9TDE10K05,Yes,yes,
8534,3179,AC9TDE10K05,Yes,yes,
8535,4425,AC9TDE10K05,Yes,yes,
8536,5840,AC9TDE10K05,Yes,yes,
8537,851,AC9TDE10K05,Yes,yes,
8538,16908,AC9TDE10K06,Added,yes and add existing term systems thinking,
8539,2904,AC9TDE10K06,Yes,yes,
8540,4511,AC9TDE10K06,Yes,yes,
8541,721,AC9TDE10K06,Yes,yes,
8542,839,AC9TDE10K06,Yes,yes and add existing term systems thinking,
8543,1666,AC9TDE10P01,Yes,yes,
8544,16908,AC9TDE10P01,Added,yes and add existing term systems thinking,
8545,2904,AC9TDE10P01,Yes,yes and add existing term systems thinking,
8546,4511,AC9TDE10P01,Yes,yes,
8547,4586,AC9TDE10P01,Yes,yes,
8548,16878,AC9TDE10P02,Added,yes and add existing term design thinking,
8549,3436,AC9TDE10P02,Added,yes and add existing term innovation,
8550,3871,AC9TDE10P02,Yes,yes and add existing term innovation,
8551,4556,AC9TDE10P02,Yes,yes and add existing term design thinking,
8552,358,AC9TDE10P03,Yes,yes,
8553,5145,AC9TDE10P03,Yes,yes,
8554,5840,AC9TDE10P03,Yes,yes,
8555,10318,AC9TDE10P04,Yes,yes,
8556,1050,AC9TDE10P04,Yes,yes,
8557,5003,AC9TDE10P04,Yes,yes,
8558,5145,AC9TDE10P04,Yes,yes,
8559,11100,AC9TDE10P05,No,No replace with cooperation (collaboration),
8560,3017,AC9TDE10P05,Yes,yes,
8561,3933,AC9TDE10P05,Yes,yes,
8562,3975,AC9TDE10P05,Added,No replace with cooperation (collaboration),
8563,5145,AC9TDE10P05,Yes,yes,
8564,1049,AC9TDE2K01,Yes,yes,
8565,2900,AC9TDE2K01,Yes,yes,
8566,4502,AC9TDE2K01,Yes,yes,
8567,5737,AC9TDE2K02,Added,No replace mechanical energy with with mechanical engineering,
8568,721,AC9TDE2K02,Yes,yes,
8569,9597,AC9TDE2K02,No,No replace mechanical energy with with mechanical engineering,
8570,2510,AC9TDE2K03,Yes,yes,
8571,4511,AC9TDE2K03,Yes,yes,
8572,797,AC9TDE2K03,Yes,yes,
8573,825,AC9TDE2K03,Yes,yes,
8574,851,AC9TDE2K03,Yes,yes,
8575,2510,AC9TDE2K04,Yes,yes,
8576,3179,AC9TDE2K04,Yes,yes,
8577,1550,AC9TDE2P01,Yes,yes and add existing term design thinking,
8578,16500,AC9TDE2P01,Yes,yes,
8579,16878,AC9TDE2P01,Added,yes and add existing term design thinking,
8580,5003,AC9TDE2P01,Yes,yes,
8581,691,AC9TDE2P01,Yes,yes,
8582,2904,AC9TDE2P02,Yes,yes,
8583,4511,AC9TDE2P02,Yes,yes,
8584,5840,AC9TDE2P02,Yes,yes,
8585,839,AC9TDE2P02,Yes,yes,
8586,10318,AC9TDE2P03,Yes,yes,
8587,1049,AC9TDE2P03,Yes,yes,
8588,1666,AC9TDE2P03,Yes,yes,
8589,5784,AC9TDE2P03,Yes,yes,
8590,11100,AC9TDE2P04,No,No replace with cooperation (collaboration),
8591,1666,AC9TDE2P04,Yes,yes,
8592,3017,AC9TDE2P04,Yes,yes,
8593,3975,AC9TDE2P04,Added,No replace with cooperation (collaboration),
8594,5145,AC9TDE2P04,Yes,yes,
8595,1049,AC9TDE4K01,Yes,yes,
8596,1666,AC9TDE4K01,Yes,yes,
8597,2900,AC9TDE4K01,Yes,yes,
8598,436,AC9TDE4K01,Yes,yes,
8599,4502,AC9TDE4K01,Yes,yes,
8600,2904,AC9TDE4K02,Yes,yes,
8601,3606,AC9TDE4K02,Yes,yes,
8602,5737,AC9TDE4K02,Added,No replace mechanical energy with with mechanical engineering,
8603,721,AC9TDE4K02,Yes,yes,
8604,9597,AC9TDE4K02,No,No replace mechanical energy with with mechanical engineering,
8605,16447,AC9TDE4K03,Yes,yes,
8606,2510,AC9TDE4K03,Yes,yes,
8607,4511,AC9TDE4K03,Yes,yes,
8608,825,AC9TDE4K03,Yes,yes,
8609,851,AC9TDE4K03,Yes,yes,
8610,2510,AC9TDE4K04,Yes,yes,
8611,3179,AC9TDE4K04,Yes,yes,
8612,2904,AC9TDE4P01,Yes,yes,
8613,358,AC9TDE4P01,Yes,yes,
8614,4511,AC9TDE4P01,Yes,yes,
8615,721,AC9TDE4P01,Yes,yes,
8616,1550,AC9TDE4P02,Yes,yes and add existing term design thinking,
8617,16500,AC9TDE4P02,Yes,yes,
8618,16878,AC9TDE4P02,Added,yes and add existing term design thinking,
8619,5003,AC9TDE4P02,Yes,yes,
8620,691,AC9TDE4P02,Yes,yes,
8621,2904,AC9TDE4P03,Yes,yes,
8622,4511,AC9TDE4P03,Yes,yes,
8623,5840,AC9TDE4P03,Yes,yes,
8624,839,AC9TDE4P03,Yes,yes,
8625,10318,AC9TDE4P04,Yes,yes,
8626,1049,AC9TDE4P04,Yes,yes,
8627,1666,AC9TDE4P04,Yes,yes,
8628,5784,AC9TDE4P04,Yes,yes,
8629,11100,AC9TDE4P05,No,No replace with cooperation (collaboration),
8630,1666,AC9TDE4P05,Yes,yes,
8631,3017,AC9TDE4P05,Yes,yes,
8632,3975,AC9TDE4P05,Added,No replace with cooperation (collaboration),
8633,5145,AC9TDE4P05,Yes,yes,
8634,1049,AC9TDE6K01,Yes,yes,
8635,1666,AC9TDE6K01,Yes,yes,
8636,358,AC9TDE6K01,Yes,yes,
8637,436,AC9TDE6K01,Yes,yes,
8638,4502,AC9TDE6K01,Yes,yes,
8639,2904,AC9TDE6K02,Yes,yes,
8640,3760,AC9TDE6K02,Yes,yes,
8641,402,AC9TDE6K02,Yes,yes,
8642,512,AC9TDE6K02,Yes,yes,
8643,5737,AC9TDE6K02,Added,No replace mechanical energy with with mechanical engineering,
8644,9597,AC9TDE6K02,No,No replace mechanical energy with with mechanical engineering,
8645,15409,AC9TDE6K03,Yes,yes,
8646,4511,AC9TDE6K03,Yes,yes,
8647,825,AC9TDE6K03,Yes,yes,
8648,826,AC9TDE6K03,Yes,yes,
8649,843,AC9TDE6K03,Yes,yes,
8650,2510,AC9TDE6K04,Yes,yes,
8651,3179,AC9TDE6K04,Yes,yes,
8652,4425,AC9TDE6K04,Yes,yes,
8653,5840,AC9TDE6K04,Yes,yes,
8654,851,AC9TDE6K04,Yes,yes,
8655,16908,AC9TDE6K05,Added,yes and add existing term systems thinking,
8656,2904,AC9TDE6K05,Yes,yes,
8657,358,AC9TDE6K05,Yes,yes and add existing term systems thinking,
8658,4511,AC9TDE6K05,Yes,yes,
8659,721,AC9TDE6K05,Yes,yes,
8660,16878,AC9TDE6P01,Added,yes and add existing term design thinking,
8661,2904,AC9TDE6P01,Yes,yes,
8662,4511,AC9TDE6P01,Yes,yes and add existing term design thinking,
8663,839,AC9TDE6P01,Yes,yes,
8664,1550,AC9TDE6P02,Yes,yes and add existing term design thinking,
8665,16500,AC9TDE6P02,Yes,yes,
8666,16878,AC9TDE6P02,Added,yes and add existing term design thinking,
8667,3871,AC9TDE6P02,Yes,yes,
8668,2904,AC9TDE6P03,Yes,yes,
8669,358,AC9TDE6P03,Yes,yes,
8670,4511,AC9TDE6P03,Yes,yes,
8671,5840,AC9TDE6P03,Yes,yes,
8672,839,AC9TDE6P03,Yes,yes,
8673,10318,AC9TDE6P04,Yes,yes,
8674,1049,AC9TDE6P04,Yes,yes,
8675,1666,AC9TDE6P04,Yes,yes,
8676,5003,AC9TDE6P04,Yes,yes,
8677,11100,AC9TDE6P05,No,No replace with cooperation (collaboration),
8678,1666,AC9TDE6P05,Yes,yes,
8679,3017,AC9TDE6P05,Yes,yes,
8680,3975,AC9TDE6P05,Added,No replace with cooperation (collaboration),
8681,5145,AC9TDE6P05,Yes,yes,
8682,2361,AC9TDE8K01,Yes,yes,
8683,2900,AC9TDE8K01,Yes,yes,
8684,358,AC9TDE8K01,Yes,yes,
8685,436,AC9TDE8K01,Yes,yes,
8686,4502,AC9TDE8K01,Yes,yes,
8687,1666,AC9TDE8K02,Yes,yes,
8688,16880,AC9TDE8K02,Added,yes and add existing term future (preferred futures),
8689,3436,AC9TDE8K02,Added,yes and add existing term innovation,
8690,358,AC9TDE8K02,Yes,yes and add existing term innovation,
8691,4556,AC9TDE8K02,Yes,yes and add existing term future (preferred futures),
8692,2904,AC9TDE8K03,Yes,yes,
8693,402,AC9TDE8K03,Yes,yes,
8694,5737,AC9TDE8K03,Added,No replace mechanical energy with with mechanical engineering,
8695,9597,AC9TDE8K03,No,No replace mechanical energy with with mechanical engineering,
8696,9712,AC9TDE8K03,Yes,yes,
8697,15409,AC9TDE8K04,Yes,yes,
8698,4511,AC9TDE8K04,Yes,yes,
8699,4944,AC9TDE8K04,Yes,yes,
8700,843,AC9TDE8K04,Yes,yes,
8701,857,AC9TDE8K04,Yes,yes,
8702,2510,AC9TDE8K05,Yes,yes,
8703,3179,AC9TDE8K05,Yes,yes,
8704,4425,AC9TDE8K05,Yes,yes,
8705,5840,AC9TDE8K05,Yes,yes,
8706,851,AC9TDE8K05,Yes,yes,
8707,16908,AC9TDE8K06,Added,yes and add existing term systems thinking,
8708,2904,AC9TDE8K06,Yes,yes,
8709,4511,AC9TDE8K06,Yes,yes,
8710,721,AC9TDE8K06,Yes,yes,
8711,839,AC9TDE8K06,Yes,yes and add existing term systems thinking,
8712,1666,AC9TDE8P01,Yes,yes,
8713,2904,AC9TDE8P01,Yes,yes,
8714,4586,AC9TDE8P01,Yes,yes,
8715,839,AC9TDE8P01,Yes,yes,
8716,1550,AC9TDE8P02,Yes,yes and add existing term systems thinking,
8717,16500,AC9TDE8P02,Yes,yes and add existing term design thinking,
8718,16878,AC9TDE8P02,Added,yes and add existing term design thinking,
8719,16908,AC9TDE8P02,Added,yes and add existing term systems thinking,
8720,3871,AC9TDE8P02,Yes,yes,
8721,2904,AC9TDE8P03,Yes,yes,
8722,358,AC9TDE8P03,Yes,yes,
8723,4917,AC9TDE8P03,Yes,yes,
8724,839,AC9TDE8P03,Yes,yes,
8725,10318,AC9TDE8P04,Yes,yes,
8726,1050,AC9TDE8P04,Yes,yes,
8727,11100,AC9TDE8P04,No,No replace with cooperation (collaboration),
8728,3975,AC9TDE8P04,Added,No replace with cooperation (collaboration),
8729,5003,AC9TDE8P04,Yes,yes,
8730,11100,AC9TDE8P05,No,No replace with cooperation (collaboration),
8731,3017,AC9TDE8P05,Yes,yes,
8732,3933,AC9TDE8P05,Yes,yes,
8733,3975,AC9TDE8P05,Added,No replace with cooperation (collaboration),
8734,5145,AC9TDE8P05,Yes,yes,
8735,16878,AC9TDEFK01,Added,yes and add existing term design thinking,
8736,4502,AC9TDEFK01,Yes,yes and add existing term design thinking,
8737,9984,AC9TDEFK01,Yes,yes,
8738,16878,AC9TDEFP01,Added,yes and add existing term design thinking,
8739,2904,AC9TDEFP01,Yes,yes,
8740,5003,AC9TDEFP01,Yes,yes,
8741,5840,AC9TDEFP01,Yes,yes and add existing term design thinking,
8742,16888,AC9TDI10K01,Added,add existing term hardware,
8743,16908,AC9TDI10K01,Added,add existing systems thinking,
8744,4207,AC9TDI10K01,Yes,yes and add existing digital systems,
8745,4229,AC9TDI10K01,Added,yes and add existing digital systems,
8746,1592,AC9TDI10K02,Yes,yes,
8747,1656,AC9TDI10K02,Yes,yes,
8748,16523,AC9TDI10K03,Yes,yes,
8749,4204,AC9TDI10K03,Yes,yes,
8750,4822,AC9TDI10P01,Yes,yes,
8751,4828,AC9TDI10P01,Yes,yes,
8752,8948,AC9TDI10P01,Yes,yes,
8753,13454,AC9TDI10P02,Yes,yes,
8754,4822,AC9TDI10P02,Yes,yes,
8755,4825,AC9TDI10P02,Yes,yes,
8756,8948,AC9TDI10P02,Yes,yes,
8757,4822,AC9TDI10P03,Yes,yes,
8758,8948,AC9TDI10P03,Yes,yes,
8759,16878,AC9TDI10P04,Added,yes and add existing term Design thinking,
8760,4279,AC9TDI10P04,Yes,yes and add existing term Design thinking,
8761,16512,AC9TDI10P05,Yes,yes,
8762,16905,AC9TDI10P05,Added,yes and add existing term pseudocode,
8763,4587,AC9TDI10P05,Yes,yes,
8764,4835,AC9TDI10P05,Yes,yes and add existing term pseudocode,
8765,16506,AC9TDI10P06,Yes,yes,
8766,16512,AC9TDI10P06,Yes,yes,
8767,16453,AC9TDI10P07,Yes,yes and add existing term digital systems,
8768,16521,AC9TDI10P07,Yes,yes,
8769,4229,AC9TDI10P07,Added,yes and add existing term digital systems,
